manager,points,season,date
Paulo César Carpegiani,3,2013,2013-07-28
Paulo César Carpegiani,1,2013,2013-08-04
Paulo César Carpegiani,0,2013,2013-08-18
Paulo César Carpegiani,0,2013,2013-08-24
Cuca,3,2013,2013-07-07
Cuca,1,2013,2013-08-08
Cuca,3,2013,2013-08-15
Cuca,1,2013,2013-09-05
Cuca,3,2013,2013-11-15
Cuca,1,2013,2013-12-08
Tite,3,2013,2013-08-01
Tite,3,2013,2013-08-11
Tite,1,2013,2013-10-27
Dunga,1,2013,2013-08-11
Dunga,1,2013,2013-08-25
Dunga,0,2013,2013-09-29
Silas,1,2013,2013-06-02
Clemer,1,2013,2013-10-20
Clemer,0,2013,2013-10-27
Clemer,3,2013,2013-11-10
Tcheco,3,2013,2013-12-01
Vadão,3,2013,2013-05-26
Vadão,3,2013,2013-06-06
Vadão,3,2013,2013-07-20
Jorginho,0,2013,2013-08-31
Abel Braga,3,2013,2013-05-26
Abel Braga,0,2013,2013-07-13
Ney Franco,1,2013,2013-09-07
Ney Franco,3,2013,2013-09-15
Ney Franco,3,2013,2013-10-03
Ney Franco,3,2013,2013-10-12
Ney Franco,3,2013,2013-11-17
Ney Franco,3,2013,2013-12-01
Argel Fucks,1,2013,2013-09-26
Argel Fucks,1,2013,2013-11-23
Argel Fucks,3,2013,2013-12-01
Milton Cruz,0,2013,2013-07-11
Caio Júnior,3,2013,2013-06-01
Caio Júnior,1,2013,2013-08-08
Mano Menezes,1,2013,2013-07-06
Mano Menezes,3,2013,2013-09-13
Edson Pimenta,3,2013,2013-06-13
Edson Pimenta,1,2013,2013-07-07
Guto Ferreira,0,2013,2013-06-06
Guto Ferreira,3,2013,2013-08-11
Guto Ferreira,3,2013,2013-09-12
Guto Ferreira,3,2013,2013-10-06
Guto Ferreira,3,2013,2013-11-17
Paulo Autuori,1,2013,2013-06-08
Paulo Autuori,1,2013,2013-08-16
Muricy Ramalho,3,2013,2013-09-19
Muricy Ramalho,3,2013,2013-10-06
Muricy Ramalho,3,2013,2013-10-17
Muricy Ramalho,3,2013,2013-11-02
Muricy Ramalho,1,2013,2013-11-24
Renato Gaúcho,1,2013,2013-08-04
Renato Gaúcho,3,2013,2013-10-03
Renato Gaúcho,3,2013,2013-12-01
Adilson Batista,3,2013,2013-11-02
Adilson Batista,1,2013,2013-11-10
Dorival Júnior,3,2013,2013-07-27
Dorival Júnior,0,2013,2013-08-04
Dorival Júnior,0,2013,2013-08-18
Dorival Júnior,0,2013,2013-09-19
Dorival Júnior,3,2013,2013-10-10
Dorival Júnior,3,2013,2013-11-15
Dorival Júnior,3,2013,2013-11-17
Dorival Júnior,1,2013,2013-11-30
Vágner Mancini,1,2013,2013-07-21
Vágner Mancini,3,2013,2013-08-04
Vágner Mancini,1,2013,2013-09-12
Vágner Mancini,3,2013,2013-10-13
Vágner Mancini,3,2013,2013-11-03
Enderson Moreira,1,2013,2013-05-30
Enderson Moreira,3,2013,2013-07-21
Enderson Moreira,3,2013,2013-08-08
Enderson Moreira,1,2013,2013-08-15
Enderson Moreira,3,2013,2013-09-04
Enderson Moreira,0,2013,2013-09-12
Enderson Moreira,0,2013,2013-09-28
Enderson Moreira,1,2013,2013-10-06
Enderson Moreira,3,2013,2013-11-17
Jayme de Almeida,1,2013,2013-10-06
Jayme de Almeida,3,2013,2013-10-11
Jayme de Almeida,3,2013,2013-11-24
Jayme de Almeida,1,2013,2013-12-07
Marcelo Oliveira,1,2013,2013-06-08
Marcelo Oliveira,3,2013,2013-07-14
Marcelo Oliveira,3,2013,2013-08-03
Marcelo Oliveira,3,2013,2013-08-17
Marcelo Oliveira,3,2013,2013-09-14
Marcelo Oliveira,3,2013,2013-09-19
Marcelo Oliveira,3,2013,2013-10-17
Marcelo Oliveira,3,2013,2013-11-10
Marquinhos Santos,3,2013,2013-06-07
Marquinhos Santos,3,2013,2013-06-09
Marquinhos Santos,1,2013,2013-07-28
Marquinhos Santos,1,2013,2013-09-19
Sílvio Criciúma,0,2013,2013-09-08
Sílvio Criciúma,0,2013,2013-09-19
Claudinei Oliveira,3,2013,2013-06-13
Claudinei Oliveira,1,2013,2013-07-21
Claudinei Oliveira,3,2013,2013-08-24
Claudinei Oliveira,3,2013,2013-10-03
Claudinei Oliveira,3,2013,2013-11-14
Claudinei Oliveira,3,2013,2013-12-01
Cristóvão Borges,3,2013,2013-06-06
Cristóvão Borges,0,2013,2013-12-08
Marcelo Martelotte,0,2013,2013-10-06
Marcelo Martelotte,0,2013,2013-10-10
Péricles Chamusca,3,2013,2013-10-20
Oswaldo de Oliveira,3,2013,2013-06-01
Oswaldo de Oliveira,3,2013,2013-08-02
Oswaldo de Oliveira,1,2013,2013-08-16
Oswaldo de Oliveira,0,2013,2013-09-22
Oswaldo de Oliveira,3,2013,2013-10-13
Oswaldo de Oliveira,3,2013,2013-12-08
Vanderlei Luxemburgo,3,2013,2013-05-26
Vanderlei Luxemburgo,0,2013,2013-08-11
Vanderlei Luxemburgo,1,2013,2013-10-03
Vanderlei Luxemburgo,0,2013,2013-10-27
Cuca,3,2013,2013-09-22
Cuca,3,2013,2013-09-29
Cuca,3,2013,2013-11-03
Cuca,3,2013,2013-11-24
Tite,3,2013,2013-09-01
Tite,3,2013,2013-10-03
Dunga,3,2013,2013-05-31
Dunga,3,2013,2013-07-07
Dunga,1,2013,2013-09-13
Clemer,3,2013,2013-10-13
Abel Braga,3,2013,2013-06-02
Argel Fucks,3,2013,2013-10-13
Argel Fucks,3,2013,2013-11-14
Caio Júnior,1,2013,2013-05-25
Caio Júnior,3,2013,2013-06-09
Caio Júnior,3,2013,2013-07-14
Mano Menezes,3,2013,2013-08-04
Mano Menezes,3,2013,2013-09-05
Mano Menezes,0,2013,2013-09-20
Edson Pimenta,0,2013,2013-07-27
Paulo Autuori,3,2013,2013-08-25
Renato Gaúcho,3,2013,2013-07-14
Adilson Batista,3,2013,2013-11-23
Dorival Júnior,3,2013,2013-10-04
Vágner Mancini,3,2013,2013-09-05
Vágner Mancini,3,2013,2013-10-06
Vágner Mancini,3,2013,2013-11-10
Vágner Mancini,3,2013,2013-11-24
Vágner Mancini,3,2013,2013-12-08
Enderson Moreira,3,2013,2013-10-20
Marcelo Oliveira,3,2013,2013-07-28
Marcelo Oliveira,3,2013,2013-10-26
Ricardo Drubscky,1,2013,2013-05-29
Marquinhos Santos,3,2013,2013-08-01
Marquinhos Santos,3,2013,2013-09-08
Sílvio Criciúma,3,2013,2013-08-25
Claudinei Oliveira,3,2013,2013-07-13
Claudinei Oliveira,3,2013,2013-09-22
Cristóvão Borges,3,2013,2013-07-28
Cristóvão Borges,3,2013,2013-08-01
Cristóvão Borges,3,2013,2013-10-10
Oswaldo de Oliveira,3,2013,2013-05-30
Oswaldo de Oliveira,3,2013,2013-09-06
Oswaldo de Oliveira,1,2013,2013-10-20
Oswaldo de Oliveira,3,2013,2013-11-16
Paulo César Carpegiani,3,2013,2013-08-11
Cuca,3,2013,2013-09-13
Vadão,3,2013,2013-08-15
Guto Ferreira,3,2013,2013-08-31
Guto Ferreira,3,2013,2013-09-20
Guto Ferreira,3,2013,2013-09-29
Enderson Moreira,3,2013,2013-10-13
Jayme de Almeida,3,2013,2013-09-29
Marcelo Oliveira,3,2013,2013-09-01
Péricles Chamusca,3,2013,2013-10-27
Marcelo Oliveira,3,2013,2013-05-26
Marcelo Oliveira,3,2013,2013-10-03
Renato Gaúcho,3,2020,2020-08-10
Renato Gaúcho,1,2020,2020-08-16
Renato Gaúcho,3,2020,2020-11-30
Renato Gaúcho,1,2020,2020-09-20
Renato Gaúcho,1,2020,2020-10-03
Renato Gaúcho,3,2020,2020-11-03
Renato Gaúcho,0,2020,2021-01-29
Renato Gaúcho,3,2020,2020-12-06
Renato Gaúcho,3,2020,2020-12-27
Renato Gaúcho,3,2020,2021-01-06
Renato Gaúcho,0,2020,2021-02-15
Renato Gaúcho,3,2020,2021-02-21
Paulo Autuori,3,2020,2020-08-20
Paulo Autuori,1,2020,2020-09-20
Bruno Lazaroni,3,2020,2020-10-08
Bruno Lazaroni,1,2020,2020-10-20
Emiliano Ramón Díaz,0,2020,2020-11-22
Felipe Lucena,0,2020,2020-12-05
Eduardo Barroca,0,2020,2021-01-20
Lúcio Flávio,3,2020,2021-02-23
Roger Machado,3,2020,2020-08-13
Roger Machado,3,2020,2020-08-16
Roger Machado,1,2020,2020-08-30
Mano Menezes,3,2020,2020-10-08
Mano Menezes,3,2020,2020-11-11
Mano Menezes,3,2020,2020-11-08
Mano Menezes,0,2020,2020-11-28
Mano Menezes,0,2020,2020-12-05
Dado Cavalcanti,3,2020,2021-01-28
Dado Cavalcanti,3,2020,2021-01-20
Dado Cavalcanti,3,2020,2021-02-26
Domènec Torrent,1,2020,2020-08-23
Domènec Torrent,3,2020,2020-10-04
Domènec Torrent,3,2020,2020-10-08
Domènec Torrent,1,2020,2020-10-16
Rogério Ceni,1,2020,2020-11-15
Rogério Ceni,3,2020,2020-11-21
Rogério Ceni,3,2020,2020-12-13
Rogério Ceni,3,2020,2020-12-20
Rogério Ceni,0,2020,2021-01-07
Rogério Ceni,3,2020,2021-01-21
Rogério Ceni,3,2020,2021-02-05
Guto Ferreira,1,2020,2020-08-13
Guto Ferreira,0,2020,2020-08-21
Guto Ferreira,3,2020,2020-08-24
Guto Ferreira,3,2020,2020-09-03
Guto Ferreira,3,2020,2020-09-13
Guto Ferreira,1,2020,2020-11-07
Guto Ferreira,0,2020,2020-12-13
Guto Ferreira,0,2020,2021-01-07
Guto Ferreira,0,2020,2021-01-18
Guto Ferreira,0,2020,2021-01-31
Guto Ferreira,3,2020,2021-02-26
Rogério Ceni,1,2020,2020-08-17
Rogério Ceni,3,2020,2020-08-30
Rogério Ceni,3,2020,2020-09-09
Rogério Ceni,3,2020,2020-09-20
Rogério Ceni,1,2020,2020-10-04
Rogério Ceni,3,2020,2020-10-19
Rogério Ceni,0,2020,2020-11-01
Marcelo Chamusca,1,2020,2020-12-03
Marcelo Chamusca,0,2020,2020-12-20
Marcelo Chamusca,1,2020,2020-12-26
Enderson Moreira,1,2020,2021-01-10
Enderson Moreira,3,2020,2021-01-21
Enderson Moreira,3,2020,2021-02-10
Glauber Ramos,3,2020,2020-08-23
Thiago Larghi,3,2020,2020-09-13
Enderson Moreira,1,2020,2020-10-17
Glauber Ramos,3,2020,2020-11-22
Glauber Ramos,1,2020,2020-12-13
Glauber Ramos,3,2020,2020-12-26
Glauber Ramos,3,2020,2021-02-04
Glauber Ramos,3,2020,2021-02-13
Glauber Ramos,1,2020,2021-02-22
Vanderlei Luxemburgo,3,2020,2020-08-23
Vanderlei Luxemburgo,1,2020,2020-09-03
Vanderlei Luxemburgo,1,2020,2020-09-27
Vanderlei Luxemburgo,0,2020,2020-10-11
Andrey Lopes,3,2020,2020-11-02
Abel Ferreira,3,2020,2020-11-15
Abel Ferreira,3,2020,2020-11-28
Abel Ferreira,3,2020,2020-12-12
Abel Ferreira,3,2020,2020-12-27
Abel Ferreira,3,2020,2021-01-18
Abel Ferreira,1,2020,2021-01-16
Abel Ferreira,1,2020,2021-02-02
Abel Ferreira,3,2020,2021-02-14
Cuca,1,2020,2020-08-09
Cuca,3,2020,2020-08-17
Cuca,1,2020,2020-09-28
Cuca,3,2020,2020-10-11
Cuca,0,2020,2020-10-15
Cuca,3,2020,2020-11-14
Cuca,1,2020,2020-12-05
Cuca,0,2020,2021-01-24
Cuca,3,2020,2021-02-17
Cuca,3,2020,2021-02-13
Odair Hellmann,3,2020,2020-08-30
Odair Hellmann,1,2020,2020-09-03
Odair Hellmann,3,2020,2020-09-13
Odair Hellmann,3,2020,2020-10-11
Odair Hellmann,1,2020,2020-11-30
Marcão,3,2020,2021-01-16
Marcão,3,2020,2021-01-25
Marcão,3,2020,2021-02-01
Marcão,1,2020,2021-02-11
Marcão,3,2020,2021-02-26
Fernando Diniz,3,2020,2020-08-14
Fernando Diniz,1,2020,2020-09-10
Fernando Diniz,3,2020,2020-08-27
Fernando Diniz,3,2020,2020-10-08
Fernando Diniz,1,2020,2020-10-18
Fernando Diniz,3,2020,2020-12-10
Fernando Diniz,3,2020,2020-12-06
Fernando Diniz,3,2020,2020-12-17
Fernando Diniz,0,2020,2021-01-10
Fernando Diniz,1,2020,2021-01-23
Vizolli,1,2020,2021-02-20
Vizolli,1,2020,2021-02-11
Vizolli,3,2020,2021-02-25
Coelho,1,2020,2020-10-01
Tiago Nunes,1,2020,2020-08-27
Vágner Mancini,3,2020,2020-10-31
Vágner Mancini,0,2020,2020-11-14
Vágner Mancini,1,2020,2020-11-22
Vágner Mancini,3,2020,2020-12-13
Vágner Mancini,3,2020,2021-01-14
Vágner Mancini,3,2020,2021-01-22
Vágner Mancini,1,2020,2021-02-21
Eduardo Barroca,0,2020,2020-08-09
Pachequinho,3,2020,2020-10-31
Rodrigo Santana,1,2020,2020-12-06
Pachequinho,0,2020,2020-12-20
Pachequinho,1,2020,2021-01-09
Gustavo Morínigo,1,2020,2021-01-21
Gustavo Morínigo,3,2020,2021-02-17
Gustavo Morínigo,0,2020,2021-02-20
Dorival Júnior,0,2020,2020-08-20
Eduardo Barros,1,2020,2020-09-09
Eduardo Barros,3,2020,2020-09-27
Eduardo Barros,1,2020,2020-10-09
Eduardo Barros,0,2020,2020-10-15
Paulo Autuori,0,2020,2020-10-25
Paulo Autuori,3,2020,2020-11-21
Paulo Autuori,3,2020,2020-12-27
Paulo Autuori,1,2020,2021-01-17
Paulo Autuori,1,2020,2021-02-05
Paulo Autuori,3,2020,2021-02-14
Paulo Autuori,3,2020,2021-02-26
Vágner Mancini,3,2020,2020-08-12
Vágner Mancini,1,2020,2020-08-17
Vágner Mancini,0,2020,2020-08-30
Vágner Mancini,0,2020,2020-09-20
Eduardo Souza,1,2020,2020-10-18
Eduardo Souza,1,2020,2020-11-08
Marcelo Cabo,1,2020,2020-11-29
Marcelo Cabo,3,2020,2020-12-17
Marcelo Cabo,1,2020,2021-01-08
Marcelo Cabo,1,2020,2021-01-10
Marcelo Cabo,3,2020,2021-01-24
Marcelo Cabo,1,2020,2021-02-07
Marcelo Cabo,3,2020,2021-02-26
Jorge Sampaoli,3,2020,2020-08-16
Jorge Sampaoli,3,2020,2020-09-04
Jorge Sampaoli,3,2020,2020-09-13
Jorge Sampaoli,3,2020,2020-09-27
Jorge Sampaoli,3,2020,2020-10-11
Jorge Sampaoli,1,2020,2020-10-25
Jorge Sampaoli,3,2020,2020-11-08
Jorge Sampaoli,3,2020,2020-11-26
Jorge Sampaoli,3,2020,2020-12-26
Jorge Sampaoli,3,2020,2021-01-27
Jorge Sampaoli,3,2020,2021-01-17
Jorge Sampaoli,3,2020,2021-01-31
Jorge Sampaoli,1,2020,2021-02-13
Jorge Sampaoli,3,2020,2021-02-26
Daniel Paulista,0,2020,2020-08-21
Jair Ventura,3,2020,2020-09-07
Jair Ventura,3,2020,2020-09-21
Jair Ventura,3,2020,2020-09-24
Jair Ventura,3,2020,2020-11-01
Jair Ventura,0,2020,2020-11-23
Jair Ventura,3,2020,2020-12-13
Jair Ventura,1,2020,2020-12-19
Jair Ventura,3,2020,2021-01-06
Jair Ventura,3,2020,2021-01-24
Jair Ventura,1,2020,2021-02-16
Eduardo Coudet,3,2020,2020-08-14
Eduardo Coudet,3,2020,2020-08-20
Eduardo Coudet,3,2020,2020-08-23
Eduardo Coudet,3,2020,2020-09-11
Eduardo Coudet,3,2020,2020-10-18
Eduardo Coudet,1,2020,2020-11-08
Abel Braga,0,2020,2020-11-22
Abel Braga,3,2020,2020-12-20
Abel Braga,3,2020,2021-01-10
Abel Braga,3,2020,2021-01-24
Abel Braga,1,2020,2021-02-26
Felipe Tigrão,1,2020,2020-08-12
Marcinho,0,2020,2020-09-06
Maurício Barbieri,1,2020,2020-10-04
Maurício Barbieri,3,2020,2020-10-19
Maurício Barbieri,3,2020,2020-10-24
Maurício Barbieri,1,2020,2020-11-08
Maurício Barbieri,3,2020,2020-11-20
Maurício Barbieri,1,2020,2021-01-11
Maurício Barbieri,3,2020,2021-01-21
Maurício Barbieri,3,2020,2021-02-03
Maurício Barbieri,3,2020,2021-02-26
Ramon Menezes,3,2020,2020-08-14
Ramon Menezes,3,2020,2020-08-16
Ramon Menezes,1,2020,2020-08-23
Ramon Menezes,3,2020,2020-09-06
Ramon Menezes,0,2020,2020-09-11
Ramon Menezes,1,2020,2020-09-27
Alexandre Grasseli,0,2020,2020-10-10
Ricardo Sá Pinto,1,2020,2020-11-19
Ricardo Sá Pinto,0,2020,2020-11-08
Ricardo Sá Pinto,3,2020,2020-12-20
Vanderlei Luxemburgo,3,2020,2021-01-10
Vanderlei Luxemburgo,3,2020,2021-01-24
Vanderlei Luxemburgo,1,2020,2021-01-31
Renato Gaúcho,0,2020,2020-09-04
Renato Gaúcho,1,2020,2020-09-13
Renato Gaúcho,3,2020,2020-10-15
Renato Gaúcho,3,2020,2020-11-14
Renato Gaúcho,1,2020,2021-01-20
Renato Gaúcho,1,2020,2021-02-03
Paulo Autuori,0,2020,2020-10-01
Paulo Autuori,0,2020,2020-09-14
Bruno Lazaroni,1,2020,2020-10-04
Flávio Tenius,1,2020,2020-10-31
Emiliano Ramón Díaz,0,2020,2020-11-17
Eduardo Barroca,0,2020,2020-12-27
Eduardo Barroca,0,2020,2021-01-06
Eduardo Barroca,0,2020,2021-02-05
Claudio Prates,0,2020,2020-09-11
Mano Menezes,0,2020,2020-09-13
Mano Menezes,0,2020,2020-10-04
Mano Menezes,3,2020,2020-10-20
Dado Cavalcanti,0,2020,2020-12-27
Dado Cavalcanti,0,2020,2021-02-04
Dado Cavalcanti,1,2020,2021-02-06
Domènec Torrent,0,2020,2020-08-09
Domènec Torrent,1,2020,2020-08-20
Domènec Torrent,3,2020,2020-09-05
Domènec Torrent,3,2020,2020-10-13
Rogério Ceni,0,2020,2021-01-10
Rogério Ceni,3,2020,2021-02-14
Rogério Ceni,3,2020,2021-02-21
Guto Ferreira,0,2020,2020-09-06
Guto Ferreira,1,2020,2020-09-27
Guto Ferreira,3,2020,2020-10-12
Guto Ferreira,1,2020,2020-11-25
Guto Ferreira,1,2020,2020-11-22
Guto Ferreira,3,2020,2021-01-24
Guto Ferreira,0,2020,2021-02-15
Rogério Ceni,3,2020,2020-10-08
Marcelo Chamusca,0,2020,2020-11-14
Marcelo Chamusca,1,2020,2020-11-26
Enderson Moreira,3,2020,2021-02-04
Enderson Moreira,0,2020,2021-02-21
Glauber Ramos,0,2020,2020-12-03
Ney Franco,0,2020,2020-08-20
Thiago Larghi,0,2020,2020-09-03
Enderson Moreira,0,2020,2020-10-04
Enderson Moreira,0,2020,2020-10-08
Enderson Moreira,1,2020,2020-11-02
Enderson Moreira,0,2020,2020-11-14
Glauber Ramos,0,2020,2021-01-19
Abel Ferreira,1,2020,2021-01-27
Vanderlei Luxemburgo,1,2020,2020-08-16
Vanderlei Luxemburgo,1,2020,2020-09-14
Vanderlei Luxemburgo,3,2020,2020-10-04
Abel Ferreira,1,2020,2021-02-22
Cuca,0,2020,2020-08-30
Cuca,1,2020,2020-09-03
Cuca,3,2020,2020-09-10
Cuca,3,2020,2020-11-01
Cuca,1,2020,2020-12-27
Cuca,3,2020,2021-01-17
Cuca,1,2020,2021-02-21
Odair Hellmann,1,2020,2020-08-13
Odair Hellmann,3,2020,2020-08-16
Odair Hellmann,1,2020,2020-10-18
Odair Hellmann,3,2020,2020-10-25
Odair Hellmann,0,2020,2020-11-09
Odair Hellmann,3,2020,2020-12-05
Marcão,0,2020,2020-12-27
Fernando Diniz,1,2020,2020-08-21
Fernando Diniz,3,2020,2020-08-30
Fernando Diniz,3,2020,2020-09-06
Fernando Diniz,3,2020,2020-11-07
Fernando Diniz,1,2020,2020-11-22
Tiago Nunes,3,2020,2020-08-20
Tiago Nunes,1,2020,2020-09-06
Tiago Nunes,0,2020,2020-09-11
Coelho,3,2020,2020-09-17
Coelho,1,2020,2020-10-08
Vágner Mancini,0,2020,2020-10-18
Vágner Mancini,3,2020,2020-12-21
Vágner Mancini,3,2020,2021-02-04
Eduardo Barroca,0,2020,2020-08-16
Rodrigo Santana,0,2020,2020-11-14
Rodrigo Santana,0,2020,2020-11-26
Gustavo Morínigo,1,2020,2021-01-31
Dorival Júnior,3,2020,2020-08-12
Dorival Júnior,0,2020,2020-08-22
Eduardo Barros,1,2020,2020-09-03
Paulo Autuori,3,2020,2020-11-07
Paulo Autuori,0,2020,2020-12-12
Paulo Autuori,3,2020,2021-01-24
Vágner Mancini,1,2020,2020-09-07
Vágner Mancini,1,2020,2020-09-27
Vágner Mancini,3,2020,2020-10-11
Eduardo Souza,0,2020,2020-10-25
Marcelo Cabo,0,2020,2020-12-07
Marcelo Cabo,3,2020,2021-01-31
Jorge Sampaoli,3,2020,2020-10-05
Jorge Sampaoli,1,2020,2020-10-15
Jorge Sampaoli,1,2020,2020-12-06
Daniel Paulista,3,2020,2020-08-09
Daniel Paulista,0,2020,2020-08-24
Jair Ventura,0,2020,2020-11-14
Jair Ventura,0,2020,2021-01-09
Jair Ventura,0,2020,2021-02-21
Eduardo Coudet,1,2020,2020-09-06
Eduardo Coudet,1,2020,2020-09-27
Eduardo Coudet,3,2020,2020-10-12
Eduardo Coudet,1,2020,2020-10-25
Abel Braga,3,2020,2020-12-12
Abel Braga,3,2020,2021-01-18
Abel Braga,3,2020,2021-01-31
Felipe Tigrão,3,2020,2020-08-20
Felipe Tigrão,0,2020,2020-08-23
Maurício Barbieri,3,2020,2020-09-20
Maurício Barbieri,3,2020,2020-12-12
Maurício Barbieri,0,2020,2020-12-20
Maurício Barbieri,3,2020,2021-01-07
Maurício Barbieri,1,2020,2021-02-07
Ricardo Sá Pinto,0,2020,2020-10-22
Ricardo Sá Pinto,1,2020,2020-12-14
Vanderlei Luxemburgo,0,2020,2021-01-17
Vanderlei Luxemburgo,0,2020,2021-02-14
Paulo Autuori,0,2020,2020-08-29
Lúcio Flávio,0,2020,2021-02-08
Domènec Torrent,0,2020,2020-11-01
Rogério Ceni,0,2020,2020-08-10
Glauber Ramos,0,2020,2021-01-21
Cuca,1,2020,2020-09-13
Cuca,3,2020,2020-11-28
Odair Hellmann,0,2020,2020-09-10
Fernando Diniz,0,2020,2021-01-21
Vágner Mancini,0,2020,2021-01-26
Vágner Mancini,1,2020,2021-02-11
Pachequinho,0,2020,2021-01-06
Jorge Sampaoli,3,2020,2020-08-12
Jorge Sampaoli,0,2020,2020-11-18
Jair Ventura,0,2020,2020-10-11
Jair Ventura,0,2020,2020-10-15
Jair Ventura,0,2020,2021-02-02
Abel Braga,0,2020,2021-02-10
Maurício Barbieri,0,2020,2020-10-09
Ricardo Sá Pinto,0,2020,2020-11-30
Vanderlei Luxemburgo,3,2020,2021-02-26
Roger Machado,0,2020,2020-09-03
Jair Ventura,1,2022,2022-04-16
Jair Ventura,3,2022,2022-05-16
Jair Ventura,3,2022,2022-06-26
Jair Ventura,3,2022,2022-07-10
Jair Ventura,3,2022,2022-07-30
Jair Ventura,1,2022,2022-09-11
Jair Ventura,0,2022,2022-09-29
Jair Ventura,1,2022,2022-10-29
Jair Ventura,1,2022,2022-10-27
Jair Ventura,3,2022,2022-11-05
Fabián Bustos,3,2022,2022-04-24
Fabián Bustos,1,2022,2022-05-21
Fabián Bustos,0,2022,2022-05-29
Fabián Bustos,1,2022,2022-06-09
Marcelo Fernandes,3,2022,2022-07-21
Lisca,1,2022,2022-08-02
Lisca,3,2022,2022-08-21
Orlando Ribeiro,3,2022,2022-09-28
Orlando Ribeiro,0,2022,2022-10-06
Orlando Ribeiro,3,2022,2022-10-11
Orlando Ribeiro,0,2022,2022-10-23
Orlando Ribeiro,1,2022,2022-11-05
Orlando Ribeiro,0,2022,2022-11-13
Eduardo Barroca,3,2022,2022-04-11
Eduardo Barroca,3,2022,2022-04-26
Eduardo Barroca,3,2022,2022-05-10
Eduardo Barroca,1,2022,2022-06-26
Eduardo Barroca,0,2022,2022-07-03
Eduardo Barroca,3,2022,2022-07-17
Eduardo Barroca,0,2022,2022-07-24
Eduardo Barroca,1,2022,2022-08-07
Eduardo Barroca,0,2022,2022-08-23
Eduardo Barroca,1,2022,2022-09-11
Lisca,3,2022,2022-09-17
Lisca,0,2022,2022-10-07
Fabrício Bento,0,2022,2022-11-02
Fabrício Bento,3,2022,2022-11-09
Luís Castro,1,2022,2022-05-01
Luís Castro,0,2022,2022-06-07
Luís Castro,3,2022,2022-06-16
Luís Castro,0,2022,2022-06-26
Luís Castro,0,2022,2022-07-17
Luís Castro,3,2022,2022-07-24
Luís Castro,1,2022,2022-08-06
Luís Castro,0,2022,2022-08-28
Luís Castro,1,2022,2022-09-11
Luís Castro,3,2022,2022-09-18
Luís Castro,0,2022,2022-10-16
Luís Castro,3,2022,2022-10-27
Luís Castro,3,2022,2022-11-11
Paulo Sousa,1,2022,2022-04-21
Paulo Sousa,0,2022,2022-05-08
Paulo Sousa,3,2022,2022-05-21
Dorival Júnior,3,2022,2022-06-16
Dorival Júnior,3,2022,2022-06-26
Dorival Júnior,3,2022,2022-07-17
Mário Jorge,3,2022,2022-07-21
Dorival Júnior,3,2022,2022-08-14
Mário Jorge,3,2022,2022-10-02
Dorival Júnior,1,2022,2022-10-06
Dorival Júnior,3,2022,2022-10-16
Dorival Júnior,3,2022,2022-10-26
Dorival Júnior,1,2022,2022-06-05
Marquinhos Santos,1,2022,2022-06-16
Marquinhos Santos,3,2022,2022-07-20
Juca,1,2022,2022-08-28
Lucho González,3,2022,2022-09-10
Lucho González,1,2022,2022-10-06
Lucho González,1,2022,2022-10-16
Juca,0,2022,2022-11-01
Juca,3,2022,2022-11-13
Juan Pablo Vojvoda,1,2022,2022-05-09
Juan Pablo Vojvoda,1,2022,2022-05-29
Juan Pablo Vojvoda,1,2022,2022-06-10
Juan Pablo Vojvoda,1,2022,2022-06-13
Juan Pablo Vojvoda,3,2022,2022-06-19
Juan Pablo Vojvoda,1,2022,2022-07-10
Juan Pablo Vojvoda,1,2022,2022-07-24
Juan Pablo Vojvoda,3,2022,2022-08-07
Juan Pablo Vojvoda,3,2022,2022-08-21
Juan Pablo Vojvoda,3,2022,2022-10-09
Juan Pablo Vojvoda,1,2022,2022-10-25
Juan Pablo Vojvoda,3,2022,2022-10-28
Juan Pablo Vojvoda,3,2022,2022-11-10
Eduardo Baptista,0,2022,2022-04-24
Eduardo Baptista,1,2022,2022-05-09
Eduardo Baptista,3,2022,2022-06-05
Umberto Louzer,1,2022,2022-07-17
Umberto Louzer,3,2022,2022-07-24
Umberto Louzer,1,2022,2022-08-21
Umberto Louzer,1,2022,2022-09-03
Lucas Zanella,1,2022,2022-10-16
Celso Roth,0,2022,2022-11-02
Abel Ferreira,3,2022,2022-04-24
Abel Ferreira,1,2022,2022-05-08
Abel Ferreira,3,2022,2022-05-14
Abel Ferreira,1,2022,2022-06-05
Abel Ferreira,3,2022,2022-06-10
Abel Ferreira,3,2022,2022-07-19
Abel Ferreira,3,2022,2022-07-24
Abel Ferreira,3,2022,2022-08-07
Abel Ferreira,3,2022,2022-09-11
Abel Ferreira,3,2022,2022-09-18
Abel Ferreira,3,2022,2022-10-07
Abel Ferreira,1,2022,2022-10-16
Abel Ferreira,3,2022,2022-10-23
Abel Ferreira,3,2022,2022-11-03
Pintado,0,2022,2022-04-17
Luiz Fernando Iubel,1,2022,2022-05-22
Luiz Fernando Iubel,0,2022,2022-05-29
Toni Oliveira,3,2022,2022-06-08
Toni Oliveira,1,2022,2022-06-19
Toni Oliveira,3,2022,2022-07-11
Toni Oliveira,1,2022,2022-07-22
Toni Oliveira,3,2022,2022-08-14
Toni Oliveira,1,2022,2022-08-28
Toni Oliveira,1,2022,2022-09-05
Toni Oliveira,3,2022,2022-09-29
